Drug A,Drug B,Strain,Specie,Bliss Score,Source,Drug Pair,Drug A Inchikey,Drug B Inchikey,Interaction Type
amikacin,azithromycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.6894,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,antagonism
amikacin,vanillin,escherichia coli bw25113,escherichia coli,0.2082,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,antagonism
amikacin,vanillin,escherichia coli iai1,escherichia coli,-0.0453,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,neutral
amikacin,vanillin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.0576,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,neutral
amikacin,vanillin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.1477,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,antagonism
ciprofloxacin,amikacin,escherichia coli bw25113,escherichia coli,-0.208,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,synergy
ciprofloxacin,amikacin,escherichia coli iai1,escherichia coli,-0.1184,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,synergy
amikacin,tobramycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.1277,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,synergy
amikacin,tobramycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.1306,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,synergy
amikacin,tobramycin,salmonella typhimurium 14028,salmonella typhimurium,-0.1003,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,synergy
amikacin,tobramycin,salmonella typhimurium lt2,salmonella typhimurium,-0.3325,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,synergy
amikacin,mitomycin c,escherichia coli bw25113,escherichia coli,-0.2502,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
amikacin,mitomycin c,escherichia coli iai1,escherichia coli,-0.1154,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
amikacin,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1262,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
amikacin,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.0627,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
amikacin,nitrofurantoin,escherichia coli bw25113,escherichia coli,-0.2123,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,synergy
amikacin,nitrofurantoin,escherichia coli iai1,escherichia coli,-0.3089,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,synergy
amikacin,nitrofurantoin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.0513,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,neutral
amikacin,nitrofurantoin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.2203,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,antagonism
amikacin,bleomycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1382,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')",LKCWBDHBTVXHDL-RMDFUYIESA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,antagonism
amikacin,bleomycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.0718,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')",LKCWBDHBTVXHDL-RMDFUYIESA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,neutral
amikacin,cefaclor,salmonella typhimurium 14028,salmonella typhimurium,-0.1624,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,synergy
amikacin,cefaclor,salmonella typhimurium lt2,salmonella typhimurium,-0.1124,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,synergy
amikacin,puromycin,escherichia coli bw25113,escherichia coli,-0.4206,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,synergy
amikacin,puromycin,escherichia coli iai1,escherichia coli,-0.2623,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,synergy
amikacin,puromycin,salmonella typhimurium 14028,salmonella typhimurium,-0.0998,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,neutral
amikacin,puromycin,salmonella typhimurium lt2,salmonella typhimurium,-0.2893,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,synergy
amikacin,ciclopirox,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1112,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,antagonism
amikacin,ciclopirox,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.3924,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,antagonism
amikacin,cefsulodin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.1692,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,synergy
amikacin,cefsulodin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.0605,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,neutral
amikacin,erythromycin,escherichia coli bw25113,escherichia coli,0.2005,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,antagonism
amikacin,erythromycin,escherichia coli iai1,escherichia coli,0.0489,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,neutral
amikacin,erythromycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.2058,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,antagonism
amikacin,erythromycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.2861,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,antagonism
amikacin,erythromycin,salmonella typhimurium 14028,salmonella typhimurium,-0.0379,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,neutral
amikacin,erythromycin,salmonella typhimurium lt2,salmonella typhimurium,0.1599,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,antagonism
spectinomycin,amikacin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.2306,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",UNFWWIHTNXNPBV-WXKVUWSESA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,antagonism
spectinomycin,amikacin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.1307,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",UNFWWIHTNXNPBV-WXKVUWSESA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,antagonism
spectinomycin,amikacin,salmonella typhimurium 14028,salmonella typhimurium,-0.061,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",UNFWWIHTNXNPBV-WXKVUWSESA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,neutral
spectinomycin,amikacin,salmonella typhimurium lt2,salmonella typhimurium,0.1081,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",UNFWWIHTNXNPBV-WXKVUWSESA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,antagonism
amikacin,metronidazole,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.0876,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,neutral
amikacin,metronidazole,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.1316,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,antagonism
amikacin,curcumin,salmonella typhimurium 14028,salmonella typhimurium,0.092,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,neutral
amikacin,curcumin,salmonella typhimurium lt2,salmonella typhimurium,0.1792,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,antagonism
amikacin,benzalkonium,escherichia coli bw25113,escherichia coli,0.4011,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,antagonism
amikacin,benzalkonium,escherichia coli iai1,escherichia coli,0.0823,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,neutral
amikacin,benzalkonium,salmonella typhimurium 14028,salmonella typhimurium,0.2874,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,antagonism
amikacin,benzalkonium,salmonella typhimurium lt2,salmonella typhimurium,0.2945,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,antagonism
chloramphenicol,amikacin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1481,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,antagonism
chloramphenicol,amikacin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.0978,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,neutral
amikacin,egcg,escherichia coli bw25113,escherichia coli,0.1346,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,antagonism
amikacin,egcg,escherichia coli iai1,escherichia coli,0.0349,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,neutral
amikacin,egcg,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.0837,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,neutral
amikacin,egcg,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.1427,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,antagonism
amikacin,egcg,salmonella typhimurium 14028,salmonella typhimurium,0.0235,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,neutral
amikacin,egcg,salmonella typhimurium lt2,salmonella typhimurium,0.1364,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,antagonism
polymyxin b,amikacin,escherichia coli bw25113,escherichia coli,0.1316,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",WQVJHHACXVLGBL-BPJDFBQWSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,antagonism
polymyxin b,amikacin,escherichia coli iai1,escherichia coli,0.0379,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",WQVJHHACXVLGBL-BPJDFBQWSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,neutral
polymyxin b,amikacin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1812,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",WQVJHHACXVLGBL-BPJDFBQWSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,antagonism
polymyxin b,amikacin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.2088,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",WQVJHHACXVLGBL-BPJDFBQWSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,antagonism
amikacin,minocycline,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1212,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,antagonism
amikacin,minocycline,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.2995,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,antagonism
amikacin,aztreonam,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.5017,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
amikacin,aztreonam,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.3206,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
amikacin,aztreonam,salmonella typhimurium 14028,salmonella typhimurium,-0.1411,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
amikacin,aztreonam,salmonella typhimurium lt2,salmonella typhimurium,-0.31,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
amikacin,metformin,escherichia coli bw25113,escherichia coli,0.2771,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
amikacin,metformin,escherichia coli iai1,escherichia coli,0.0416,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,neutral
amikacin,metformin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.0596,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,neutral
amikacin,metformin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.466,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
amikacin,metformin,salmonella typhimurium 14028,salmonella typhimurium,0.0426,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,neutral
amikacin,metformin,salmonella typhimurium lt2,salmonella typhimurium,0.1691,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
amikacin,berberine,escherichia coli bw25113,escherichia coli,0.3105,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,antagonism
amikacin,berberine,escherichia coli iai1,escherichia coli,0.074,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,neutral
amikacin,berberine,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.047,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,neutral
amikacin,berberine,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.3236,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,antagonism
amikacin,berberine,salmonella typhimurium 14028,salmonella typhimurium,0.0339,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,neutral
amikacin,berberine,salmonella typhimurium lt2,salmonella typhimurium,0.1745,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,antagonism
novobiocin,amikacin,escherichia coli bw25113,escherichia coli,-0.1182,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,synergy
novobiocin,amikacin,escherichia coli iai1,escherichia coli,-0.1793,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,synergy
novobiocin,amikacin,salmonella typhimurium 14028,salmonella typhimurium,-0.1221,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,synergy
novobiocin,amikacin,salmonella typhimurium lt2,salmonella typhimurium,-0.0601,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,neutral
